ProductId	Title	Brand	Image	Price	Category		
61	Iphone 8	Apple	https://tweakers.net/i/i3lzXEFLoM6fWKypghd_dQOxvZY=/fit-in/x800/filters:strip_icc()/i/2001656311.jpeg?f=imagegallery	880.00	Mobile		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Iphone 8','Apple','https://tweakers.net/i/i3lzXEFLoM6fWKypghd_dQOxvZY=/fit-in/x800/filters:strip_icc()/i/2001656311.jpeg?f=imagegallery',880.00,'Mobile');"
62	Galaxy S8	Samsung	https://tweakers.net/i/QIVJhPGoWAgejM56N0NVmuF7EHc=/i/2002468004.jpeg	500.00	Mobile		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Galaxy S8','Samsung','https://tweakers.net/i/QIVJhPGoWAgejM56N0NVmuF7EHc=/i/2002468004.jpeg',500.00,'Mobile');"
63	USB 3.1 to USB-C	NA	https://tweakers.net/i/mK6eqk1iTo2Rj4q55khEFKPS3bI=/i/2002119685.jpeg	9.00	Accessory		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('USB 3.1 to USB-C','NA','https://tweakers.net/i/mK6eqk1iTo2Rj4q55khEFKPS3bI=/i/2002119685.jpeg',9.00,'Accessory');"
64	Lenovo ThinkPad X1 14inch i7-5500U 8GB RAM  500GB	Lenovo	https://tweakers.net/i/_7Yz5_ei2Ynae9IgHpxaJneh4vM=/i/2001047935.jpeg	500.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Lenovo ThinkPad X1 14inch i7-5500U 8GB RAM  500GB','Lenovo','https://tweakers.net/i/_7Yz5_ei2Ynae9IgHpxaJneh4vM=/i/2001047935.jpeg',500.00,'Laptop');"
65	Dell Latitude E7450-6942 14inch i7-5600U 8GB RAM 1TB	Dell	https://tweakers.net/i/2hEjTr8s552AElxevALmRMuXEbg=/fit-in/1280x/filters:strip_icc()/i/2000618702.jpeg?f=imagegallery	400.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Dell Latitude E7450-6942 14inch i7-5600U 8GB RAM 1TB','Dell','https://tweakers.net/i/2hEjTr8s552AElxevALmRMuXEbg=/fit-in/1280x/filters:strip_icc()/i/2000618702.jpeg?f=imagegallery',400.00,'Laptop');"
66	Asus AsusPro P2438UA 14 inch i7-6500U 8GB RAM 1TB	Asus	https://tweakers.net/i/AwRI8W0Y-eof52HwCT3xtGVGbZE=/i/2001229183.jpeg	500.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Asus AsusPro P2438UA 14 inch i7-6500U 8GB RAM 1TB','Asus','https://tweakers.net/i/AwRI8W0Y-eof52HwCT3xtGVGbZE=/i/2001229183.jpeg',500.00,'Laptop');"
67	Toshiba Tecra A50-C-201 15inch i7-6500U 16GB RAM  500GB	Toshiba	https://tweakers.net/i/-uMMYoWQPSxF39qYYr09EvOr6K8=/i/2002139341.jpeg	400.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Toshiba Tecra A50-C-201 15inch i7-6500U 16GB RAM  500GB','Toshiba','https://tweakers.net/i/-uMMYoWQPSxF39qYYr09EvOr6K8=/i/2002139341.jpeg',400.00,'Laptop');"
68	HP Spectre Pro 13 G1 13inch i7-6500U 8GB RAM 500GB	HP	https://tweakers.net/i/W73Q7vvVJoO-aFtS5MhzZ72Eqzc=/fit-in/x800/filters:strip_icc()/i/2001120885.jpeg?f=imagegallery	500.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('HP Spectre Pro 13 G1 13inch i7-6500U 8GB RAM 500GB','HP','https://tweakers.net/i/W73Q7vvVJoO-aFtS5MhzZ72Eqzc=/fit-in/x800/filters:strip_icc()/i/2001120885.jpeg?f=imagegallery',500.00,'Laptop');"
69	Asus Zenbook UX305UA 13inch i5-6200U 4GB 500GB	Asus	https://tweakers.net/i/ac_X2bSAhVKG3XatG77cEKkIAqs=/fit-in/x800/filters:strip_icc()/i/2000916846.jpeg?f=imagegallery	400.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Asus Zenbook UX305UA 13inch i5-6200U 4GB 500GB','Asus','https://tweakers.net/i/ac_X2bSAhVKG3XatG77cEKkIAqs=/fit-in/x800/filters:strip_icc()/i/2000916846.jpeg?f=imagegallery',400.00,'Laptop');"
70	HP EliteBook Folio 1040 14inch i5-5200U 8GB 256GB	HP	https://tweakers.net/i/9Vv0mWb1gWqB9bxl3u8G8F5EKuE=/i/2000970129.jpeg	500.0	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('HP EliteBook Folio 1040 14inch i5-5200U 8GB 256GB','HP','https://tweakers.net/i/9Vv0mWb1gWqB9bxl3u8G8F5EKuE=/i/2000970129.jpeg',500.0,'Laptop');"
71	Acer Aspire E5-573-56CG 15inch i5-5200U 4GB 1TB	Acer	https://tweakers.net/i/d0cJIKbfwgaOj-1O1P3zdAjKpEE=/i/2001107487.png	700.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Acer Aspire E5-573-56CG 15inch i5-5200U 4GB 1TB','Acer','https://tweakers.net/i/d0cJIKbfwgaOj-1O1P3zdAjKpEE=/i/2001107487.png',700.00,'Laptop');"
72	Apple MacBook Pro 2018 13inch 8GB RAM 250GB	Apple	https://tweakers.net/i/qVL_e9eX1nlGzdTcA0v2Kp64Amo=/fit-in/x800/filters:strip_icc()/i/2002097613.jpeg?f=imagegallery	1800.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Apple MacBook Pro 2018 13inch 8GB RAM 250GB','Apple','https://tweakers.net/i/qVL_e9eX1nlGzdTcA0v2Kp64Amo=/fit-in/x800/filters:strip_icc()/i/2002097613.jpeg?f=imagegallery',1800.00,'Laptop');"
73	Apple MacBook Pro 2018 15inch 16GB RAM 500GB	Apple	https://tweakers.net/i/VoxWZz3coYZ2rvyZaqVBjEGTCDY=/fit-in/x800/filters:strip_icc()/i/2002097581.jpeg?f=imagegallery	2400.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Apple MacBook Pro 2018 15inch 16GB RAM 500GB','Apple','https://tweakers.net/i/VoxWZz3coYZ2rvyZaqVBjEGTCDY=/fit-in/x800/filters:strip_icc()/i/2002097581.jpeg?f=imagegallery',2400.00,'Laptop');"
74	Apple MacBook Air 2018 13inch 16GB RAM 250GB 	Apple	https://tweakers.net/i/p-fzklMsgn66eABxDIYEFiJ6oL0=/i/2002281879.jpeg	1150.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Apple MacBook Air 2018 13inch 16GB RAM 250GB ','Apple','https://tweakers.net/i/p-fzklMsgn66eABxDIYEFiJ6oL0=/i/2002281879.jpeg',1150.00,'Laptop');"
75	Iphone X 	Apple	https://tweakers.net/i/SrOfYWms2XtjIGaH8M6FzTSxjas=/i/2002468080.jpeg	828.00	Mobile		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Iphone X ','Apple','https://tweakers.net/i/SrOfYWms2XtjIGaH8M6FzTSxjas=/i/2002468080.jpeg',828.00,'Mobile');"
76	Galaxy S9	Samsung	https://tweakers.net/i/RluUQauK872ACaRjFiuUnHhyj-8=/i/2001866413.png	600.00	Mobile		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Galaxy S9','Samsung','https://tweakers.net/i/RluUQauK872ACaRjFiuUnHhyj-8=/i/2001866413.png',600.00,'Mobile');"
77	Universele laptop oplader	NA	https://image.coolblue.nl/max/2048x1536/products/1074784	40.00	Accessory		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Universele laptop oplader','NA','https://image.coolblue.nl/max/2048x1536/products/1074784',40.00,'Accessory');"
