Id;type;BarCode;SerialNumber;Price;DateCreated;DateUpdated;Stock;Total;Terminated;IsLoanItem;location
1278;Tag;A9D43781-61C5-4EED-907C-D84323F4210C;36B4ADE6-A802-4918-A59B-84D07DEF135D;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1279;Tag;2E7D4DDF-8AF5-4342-86F6-7F4B74EDE25A;D0827052-B04C-4E1D-97B5-815BA4D398EC;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1280;Tag;D2227CB3-DB01-4857-B6D0-E0F7C75A8FDB;B789CF6D-39E5-4E31-829C-9B9097BAFCA4;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1281;Tag;7F4DD6DF-E7BE-4862-992A-FEBAD9ECD7E2;A36AF916-C615-4E2A-B88E-7D625FC19A1B;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1282;Tag;DF822E1A-3506-474F-97F0-CEBF9C3E778B;5212E20A-AC47-415D-B057-E059A0628DC8;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1283;Tag;7BCD74C4-E3B4-44A9-BEA2-BC5F903AAC13;4C036928-E272-4823-B520-591F30C09C64;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1284;Tag;A2C49ACB-7C39-4FD8-BFC7-CEEADC44FA29;EFA93C54-9F55-45C2-963E-C3F89B4E3CFD;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1285;Tag;38788854-BA30-4DBB-8CA5-EF68E5378478;42F1E256-1C9E-4E6D-8924-7DD0F06FCA06;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1286;Tag;01FBF197-85D7-4F90-AFA0-04A0893BA3C4;9256294A-FAE9-4DD2-B3EE-CFF2CD0B9064;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1287;Tag;27EA0ED1-9318-417A-845B-8156E6A97ED6;B4BCBC4E-1BF6-4638-BA8F-FE417C32DF30;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1288;Tag;2A980113-1295-47A8-8807-553C39B0C564;284EDA3C-3BB4-4256-A04D-C6ABF12361E2;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1289;Tag;10C50948-B3C9-46F3-BCBE-AB38CB70404E;D0642CBF-7E92-4238-8147-5A5FC67EE621;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1290;Tag;1BEA1906-2919-4BB2-80DC-F5B9BF6C6C1F;59EE96F1-D2BA-418D-89F9-140BB540F1FC;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1291;Tag;9016E655-478C-4E1E-A5EC-1A9E29FE19C5;45060950-3929-4FAB-848B-FA78AF4F0204;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1292;Tag;8EC98999-9D58-45FD-B81E-8BA5FED1B0AA;E2A099FA-AB20-4D94-967F-348145775BEE;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1293;Tag;4925C0C1-B447-4302-B646-26285EBE0C77;46D93484-6543-4749-BD68-1454D8F815AA;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1294;Tag;36D8BEF4-25D0-434E-917F-D4D8FABF8B0A;17E1E7FD-8BA5-439A-A75E-B6C587C45198;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;1;1;0;0;NULL
1295;Tag;55D8EE69-7D32-453E-BEB7-E82915FA1BF0;1799CD69-5E30-45DD-8F26-7A24CA4341F6;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1296;Tag;A6DECA41-35E6-4E52-9C89-4A27D8DC380A;CCA4974C-04FA-44BD-9D33-68C2C637B006;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1297;Tag;9E415AF5-F974-41BA-8A4E-348E26746CFB;B3BB312A-F8E9-4820-A99A-FBA271485C45;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1298;Tag;B3D9A0FC-1DAB-4D23-A97A-397D3620BE56;63879F0C-2456-4714-BA74-84B587AE88D2;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;1;1;0;0;NULL
1299;Tag;80F35942-7E86-4399-9CAE-CC3FA3D95544;F988A469-5948-4FE1-A5B9-276C55FEE232;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;1;1;0;0;NULL
1300;Tag;23CDD924-9626-4893-A690-178C5391287E;B23E2B2D-C214-42E5-8F76-3B2EC4AE3932;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;1;1;0;0;NULL
1301;Tag;106BCDB5-82A4-4A3C-9265-CD9DCF07FF98;199112DA-27E7-47F3-9981-073EDC2EC0F0;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1302;Tag;51BD1415-4823-49A0-99FE-765C5E083C80;DABAD080-B92D-4C06-B379-E4FB8EB2E272;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1303;Tag;64ACAD77-73F9-4910-A484-2E0CF344490D;0C127F47-38E3-46F9-BBA6-2F7CE3CDB63C;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1304;Tag;B6D45FDC-5133-4151-90A4-9FE6B1D99E58;7C89AED9-7B6F-4FE5-80D1-EB71625CC419;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1305;Tag;291350CE-792C-4A2D-B728-C037BE4208CF;8D8FD4CB-1EA8-41A5-93B7-64E1DF857046;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1306;Tag;AFD9C362-3B6D-42DC-AE12-587EED068C48;4C173333-5E6C-4E2E-B9FD-F7213AD9E17B;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1307;Tag;A329A0BB-BA3C-456B-AFD2-5636044231B0;3A7B38AA-341E-43A1-9A39-B4C14BA33692;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;1;1;0;0;NULL
1308;Tag;7AF86C9E-26CB-4E69-8732-2A7308AB3B9A;1722E4E8-5EC0-4B76-A756-6D137991BD69;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1309;Tag;59991BAA-E85E-4F56-9BEF-24B66006195A;EC72CD3F-3741-4A9B-B3E7-F16B6926D8DB;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1310;Tag;CC07EC00-D595-4E09-A962-2940D8BC57F8;0A45875D-7B6B-42B0-A0EC-517DCB0DB7A9;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1311;Tag;CF5927A1-98FB-49E1-ABDB-6CBE92F74DE2;B8281226-50BA-4872-8861-62F45E0E029C;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1312;Tag;00DB5114-E8EF-48D2-9998-C9CCF819A2A1;7BA49B17-9C73-41AC-B4FC-C5F6DC84FBE5;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1313;Tag;F3C5B065-3A71-4207-963E-52D5873E2403;EFA5FA5B-DC37-40DB-A981-A38FB4D00140;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1314;Tag;7E814881-36E0-40AB-9436-BEF710B8F674;F93A0292-B180-4859-BDC8-BB9F39697480;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1315;Tag;307B8D21-1A3C-4665-A9B8-0A24F0D95897;3C2875D8-2F79-4D69-85E0-8CE220B2E2AA;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1316;Tag;4829DFF2-97FC-4417-BAAE-0822BA2D9982;C2140044-2F65-4F51-8C51-079FD0734920;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;1;1;0;0;NULL
1317;Tag;1ECB9E06-F194-4003-9235-505E6C692F6D;80973627-9A41-4EB6-8180-C6AFCB837A32;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1318;Tag;A6BDBF70-487A-44A4-9541-67935949A243;425FED19-C1DD-49C0-823E-17DBF25B6543;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1319;Tag;3E14972E-12C5-4E2F-A475-CF43841CC079;8BD5792E-6D9B-47FD-A73F-BF6D6AF45A13;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1320;Tag;9B3B97CB-55D2-4AE2-A09F-441658A5E8C2;D9E51ABC-A7C0-45AD-B846-D84C482F0EF5;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1321;Tag;D361AAA3-C3E8-4BF6-99B1-5E8881354406;D4C12DD1-9793-4593-B80F-BDCCBF90D42E;0,00;2017-09-29 15:55:36.713;2018-06-28 11:11:12.220;1;1;0;0;Rotterdam
1322;Tag;615E8BE0-1B23-40B3-AA94-17F003672146;48DB17B9-1A94-457D-ADAD-FC00EE480DAC;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1323;Tag;86F3A7EF-2076-49AD-929E-84F5590D6F9D;B32A5BB0-814B-4D4F-82BA-9DCD9672ED95;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1324;Tag;FD57A696-F5F0-4BDB-A2D4-9C6874CA5DC3;0AC59898-233E-4CDE-B518-CC8325279F26;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1325;Tag;D6ECBF4E-5AA5-4D0B-8CBD-D24990280AD1;D2B9104E-6ADA-46C8-AE1C-327F1445465D;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1326;Tag;C218C0E8-B6FB-402B-BEFD-77A578DA6BF1;9C4131A2-0D0F-4897-97F2-A95DB62F6B4E;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1327;Tag;EB2F81A3-410E-4C12-93A1-9E6596EC997B;6035866B-5937-4980-9C6A-91EE14B0060F;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1328;Tag;A6BE2003-B839-4915-BE66-02D9BE3D6683;33C7F737-8F39-4B35-92BA-A1CD7BAEAC1F;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1329;Tag;B21AD496-BE86-4248-AA3E-B8D8C8FA0ECF;ABCF278A-5582-40C0-A64D-AF43E6DEF68B;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1330;Tag;ECE1D89D-E990-45A2-A656-8D403BB42EF1;742CCC56-4344-41D6-AFAD-B747F1DDC571;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1331;Tag;AD929C82-5288-44E9-BD64-F93DB9758096;CD28B91D-2E2A-42DF-B2D0-583FF8C5EA44;0,00;2017-09-29 15:55:36.713;2018-08-22 13:39:35.037;1;1;0;0;Rotterdam
1332;Tag;9F7441E7-BAAA-4FDC-9AC7-1E8F656C9030;3FBD0E08-1AEA-47BE-80E2-8B252416930E;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1333;Tag;204C4B1B-E9C6-4F5D-BEB3-BA4E5489FFC0;063D8694-C194-4789-9B98-8B4227843C29;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1334;Tag;84468BCF-09BE-4BFE-8271-9F933464A5E2;290087EB-54FE-498F-8A1E-A90107726364;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1335;Tag;3FD14D3E-34E3-416F-9675-D065E7CB8967;75F1D3EC-5C75-4A34-A892-F090A3844547;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1336;Tag;22EC6423-0215-4447-AF55-DB209DD8C032;968809AA-A0D0-42C7-A7BE-9F34BFFC0F9A;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1337;Tag;A93CD860-8C01-4DB3-A284-E3129F0420B6;BD17F830-E3A5-4DA2-90AE-468C0DE2EBC1;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1338;Tag;7C0C71E3-DD11-41AE-B0A2-7ABC840EF385;D9402B54-CF81-4965-9F2A-75C0F04C88DA;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1339;Tag;71EC6CB5-12BE-43FF-9269-9B18400FDD65;B0E22618-76DD-44FB-9C18-40CDC5840C5D;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1340;Tag;2641736E-5D57-4244-ABA7-CA5ABB5C9805;6159C00A-C54D-4610-B552-7E92434AF1F3;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;1;1;0;0;NULL
1341;Tag;6E194E29-DE09-425B-87A5-B3DAA6AAC12E;FB84FC5C-E420-4435-BE22-2474B7BA41B2;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1342;Tag;339D8C89-8603-4376-A3D3-C5DE816D695D;388CA9C8-2035-45EB-BD22-F6DE69A7E3D6;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1343;Tag;7E8CA633-FFB0-4863-8A53-190A6C29D83C;9CCABB2D-39CC-4DFA-93F8-97E8DB4F75E6;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1344;Tag;DDB1D0B4-21D4-404F-8D54-001C5A681743;DBCF8437-88F6-4C51-ACCB-DD553931E7A4;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;1;1;0;0;NULL
1345;Tag;8F525C34-1DAA-44AB-97F6-548CA4C9D986;A1D44D1D-8CDB-4349-90D7-799E129FC4B4;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;1;1;0;0;NULL
1346;Tag;47B21D3E-50F2-4BB8-96DE-44F4C15C0EC5;1BB80A70-491D-43F7-AE6D-0561C6C16DA6;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1347;Tag;71854B67-EB15-497A-B7B1-119603600A76;DC39EA49-1EC3-40D4-A5E3-C2F486BC8E80;0,00;2017-09-29 15:55:36.713;2018-01-11 15:46:44.430;0;1;0;0;NULL
1348;Tag;51D5A04E-302C-466F-AF36-4B9EF871714E;9A9A8905-5AAF-4178-ADD5-615A8817DCCD;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1349;Tag;433DDB20-60F6-473E-AFDB-6362474B099C;B7E7F55C-3539-4EAE-B451-01DEA545465E;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1350;Tag;654D9AE0-8D68-4842-86E9-69C905210185;6CC0042F-D259-4E74-A4C9-4BCE691EC73A;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1351;Tag;037E2FCD-FEC9-41D4-A9F1-FABC19E8AF99;4382705F-718B-4E9E-98B6-1B851771B171;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;1;1;0;0;NULL
1352;Tag;2505F0E2-A8A9-4F91-9DDF-7095DA9E37DA;FE9B2E73-B08D-47D1-8376-5A944E104258;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1353;Tag;4A0FEAB4-00CB-468E-AD57-E20EE8DBED15;DF4BC041-C525-4947-BF24-E4025730F4FD;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;1;1;0;0;NULL
1354;Tag;3BF63AFC-8D39-4781-A8B1-F5F91167E2B9;A59C885A-F07F-4292-AC4A-8A6A80D7E984;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1355;Tag;1EC5F93F-6CCE-4DBF-8138-59064FE94104;1C323D27-248D-4C8B-B450-20C2E730655A;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1356;Tag;03599150-361D-4CFA-B9F3-937145DCB289;1ABD0F78-C129-48F1-ABA2-8497D0EBBA66;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1357;Tag;5194FE3C-57CB-4452-AFA7-E47E43D6D764;87C5072A-FC5C-44B2-8317-EF1174B7C7E1;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1358;Tag;B5CF2A3D-BBF3-48FB-8F06-C0910A0CD6DE;04414655-218D-4C3E-AA25-057D5AA94C69;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1359;Tag;1A2D2E0B-5724-43E2-ABB5-0D559470A131;14D114D5-5045-4405-9D0B-936FEBCE2437;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1360;Tag;8E0D5B51-853F-46E1-948E-E9DB498E6ACA;29783BD2-1400-4BC1-AF4E-79595433F293;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1361;Tag;F84C6568-119F-41F3-913C-B91D9E8A51F8;66FDB384-13EC-46C9-BF01-FC013D15D453;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1362;Tag;D941B917-166B-424D-B438-D265E57CF5BF;701DFD5C-B0D0-4426-AAE3-62A44DBDF51E;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;1;1;0;0;NULL
1363;Tag;DB49BF40-44FE-4733-909E-454C6065133C;A04CC43C-7361-4D79-9EB2-7928B2EC46C6;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;1;1;0;0;NULL
1364;Tag;3168B27C-72E5-4D8E-8748-F04475DD7FC4;98DC2BD2-217E-42CB-B4A3-52CD9EDFFA2E;0,00;2017-09-29 15:55:36.713;2018-07-05 10:52:37.320;0;1;1;0;NULL
1365;Tag;C797A16C-6697-479F-9461-5B366F9908E8;917B7574-0C3B-41BB-A90B-E064E048CFF2;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1366;Tag;4E0C302A-51B5-4003-B4AF-919A1C4A4EE0;41B62298-90C3-49D8-A5E3-CDD3D3514705;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1367;Tag;EA1E755F-6EAC-4D45-A82C-5BF5F1DC85AB;BF09D265-92AE-40DE-98F6-0D02841E6613;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1368;Tag;D7483757-4AF7-46D1-B3F5-59C03155F1DE;4F75D568-9C19-4E2A-919E-6F16CF032F13;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1369;Tag;AD7D1AC1-AF68-453A-91BA-AFCDFDD3FD3B;A0EC9FF7-87A2-4D7A-9456-B76CDA11D0C3;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1370;Tag;C22EB2E5-811F-4365-98EE-C6589839DAAC;B2627034-824A-4F3D-9CCF-90DDC10D4694;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1371;Tag;882E28DE-E9C0-458C-B45C-A0CDB0C16BB6;920363E3-5936-4C5F-952F-C9746977FC8A;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1372;Tag;8CA7E77E-5014-4E3C-86A8-6F883B21F0B4;69AC5E16-FF94-486D-9EAB-58F84D96C9D0;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1373;Tag;A660AB1F-B527-4724-98CE-0E5DE8337EA3;D052B471-2BB9-4488-A263-C23C69B25884;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;1;1;0;0;NULL
1374;Tag;4702149A-9305-44FD-AC11-0FE62887EE88;D27334B7-4823-4DD3-B11A-26A9FC005F01;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;1;1;0;0;NULL
1375;Tag;F9987CB6-AEF1-4FA2-813E-5DE1D3DA009C;380B4D80-A6B8-4C63-A53A-5DA669680A5D;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1376;Tag;04D6E6F1-AEE9-4D30-B3CC-190671D6365F;3E2E6B93-96DC-464C-ADA2-41C769AB6BA9;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1377;Tag;B9D38998-AB84-4AAE-BC51-4CABD6D2087F;162DDCC2-41AC-4978-BA0F-1528A19197E3;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1378;Tag;B71CC8B5-E00E-415A-ACE9-FBED4877352B;6F251DAC-CFA7-4B48-BD14-0640B050479E;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;1;1;0;0;NULL
1379;Tag;C70232A8-672B-4B0D-BD1B-925F97FDDF8A;7539290D-7E4A-4687-BB9E-547C18F7CE35;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1380;Tag;27A9C6F8-8E2A-4FFF-9EB5-87C22DC26585;E91FCB51-FAAB-48BB-8A45-376F3E12532E;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;1;1;0;0;NULL
1381;Tag;95D601C8-B038-477B-B1B6-2DEFB7FEB2E7;9E6F2117-2952-475E-94DB-664322CC661E;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1382;Tag;377A80DC-3B4D-4D09-B5B1-FCC3ADD0A6B0;798AAF23-FDC3-476C-89D4-8FD08A5D75D8;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1383;Tag;74250F72-B7F2-4DC2-8B6E-87B279B7F508;76870347-33D7-49DC-B98F-925899445EF6;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1384;Tag;F494293B-BC23-4468-886B-CB13A19C73F9;13B7B606-9328-4857-A087-7B1F4CFC2BE7;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1385;Tag;2B591943-B654-411A-90C9-E90C4059276C;E4337E9D-743E-48D0-8422-B073D3C1A8B9;0,00;2017-09-29 15:55:36.713;2018-07-20 09:29:00.650;0;1;1;0;NULL
1386;Tag;65EAF57C-55CE-4F26-9DD5-0403AEC74320;4C223C0B-AF74-42D3-93B2-0D44BB7B9801;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1387;Tag;26715B08-321E-4648-B1EA-0A0BABEF93BA;6537F849-F9AB-4BEF-AC44-B4B2C0D35376;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1388;Tag;2DD83000-C8BE-4E94-B7A4-9A08EF6B8136;62C10976-9873-4250-B57B-A9F094CEE703;0,00;2017-09-29 15:55:36.713;2017-09-29 15:55:36.713;0;1;0;0;NULL
1389;Tag;8F09478B-8CD6-46AD-83CF-FDA157EF05E6;D6A04D38-0A62-42FC-AEFA-0A9FA8A908C2;0,00;2017-09-29 16:03:44.400;2017-09-29 16:03:44.400;0;1;0;0;NULL
1390;Tag;2053AAA1-032B-42E1-B43F-D61B13192DF6;E895F6A1-B1E6-40F6-B2D9-4CCF549B6E05;0,00;2017-09-29 16:03:44.400;2017-09-29 16:03:44.400;0;1;0;0;NULL
1391;Tag;1743EF85-772E-47B8-855A-5D759CBCD317;C3863E0B-9763-4E4C-B7DA-EDCB2A8A5500;0,00;2017-09-29 16:03:44.400;2017-09-29 16:03:44.400;0;1;0;0;NULL
1392;Tag;1AEF89B9-F459-485E-9D8A-37D3E04CD70E;970DC3B9-DEBD-448E-930A-198295858C52;0,00;2017-09-29 16:03:44.400;2017-09-29 16:03:44.400;0;1;0;0;NULL
1393;Tag;6E6C4767-C055-40B2-A632-4BED866A617F;BB2452E5-4ACC-4959-8452-B9A34F5D55C7;0,00;2017-09-29 16:03:44.400;2017-09-29 16:03:44.400;0;1;0;0;NULL
1394;Tag;67C6E2FE-F645-4E50-AA93-FA7A9E2087A8;63F7451A-85ED-4178-B105-EE7AC63D9A0E;0,00;2017-09-29 16:03:44.400;2017-09-29 16:03:44.400;0;1;0;0;NULL
1395;Tag;EB98FF04-C492-4AE8-91C2-A9AE7DDBC944;CD5CACC7-0BB0-4455-955B-1B666A140FFC;0,00;2017-09-29 16:03:44.400;2017-09-29 16:03:44.400;0;1;0;0;NULL
1396;Tag;21F7280E-FB3F-4738-847D-900406C1C552;D5B0CBE2-359A-4F96-90FB-849FDBF168BE;0,00;2017-09-29 16:03:44.400;2017-09-29 16:03:44.400;0;1;0;0;NULL
1397;Tag;2E464B93-727C-4DBD-924A-5E957F5E2D89;417B7026-C3E3-4E5F-B43D-224C549E119C;0,00;2017-09-29 16:03:44.400;2017-09-29 16:03:44.400;0;1;0;0;NULL
1398;Tag;F5DFFA85-17F7-4EB1-A4AB-73DB09F9AABF;CE2D6D5F-A7D0-4DC8-BC77-F574ABB48E43;0,00;2017-09-29 16:03:44.400;2017-09-29 16:03:44.400;1;1;0;0;NULL
1399;Tag;72D73541-8270-42ED-8EC6-660F33A02185;A0F4CDF6-3328-4DA9-B9C3-7E88E3BBB5E6;0,00;2017-09-29 16:03:44.400;2017-09-29 16:03:44.400;0;1;0;0;NULL
1400;Tag;1D961D39-CD40-4BDF-BBB3-A0B05DA0CBA9;17739F1E-4B63-46F3-A1FC-8B5170E971FB;0,00;2017-09-29 16:03:44.400;2017-09-29 16:03:44.400;0;1;0;0;NULL
1401;Tag;28944F25-07C5-480E-A13F-2A2A95E35E2D;2413E60D-936F-4133-AE5A-300F63D06E18;0,00;2017-09-29 16:03:44.400;2017-09-29 16:03:44.400;1;1;0;0;NULL
1402;Tag;FE1F754B-F0EC-43AE-A271-3A0FEEADACC5;5A1C8904-0252-4E95-BE06-3BE830CAC9DF;0,00;2017-09-29 16:03:44.400;2017-09-29 16:03:44.400;0;1;0;0;NULL
1403;Tag;590B40DC-41B2-47FE-9CAF-A481849CAECF;549ECDA5-F7DB-4EE5-B8E7-B530D9163521;0,00;2017-09-29 16:03:44.400;2017-09-29 16:03:44.400;0;1;0;0;NULL
1404;Tag;EF8F624F-E0AC-4035-87C4-5D0114FC101A;3A5C6CFF-414B-45C2-9DAB-D5CC16C2FBE1;0,00;2017-09-29 16:03:44.400;2017-09-29 16:03:44.400;0;1;0;0;NULL
